,item_id,product,available_quantity,original_price,warranty,listing_type_id,tags,price,accepts_mercadopago,category_id,seller_address.country.name,seller_address.state.name,initial_quantity,domain_id,buying_mode,catalog_product_id,health,start_time,base_price,official_store_id,status,title,seller_id,sold_quantity,condition,questions_total,user_seller_reputation.transactions.canceled,user_seller_reputation.transactions.ratings.negative,user_user_type,user_seller_reputation.level_id,user_seller_reputation.power_seller_status,user_nickname,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.transactions.ratings.positive,product_domain_id,product_name,reviews_total
10,MLA878263917,Apple Macbook,150,490000,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",399999.0,True,MLA1652,Argentina,Capital Federal,202,MLA-NOTEBOOKS,buy_it_now,,0.7,2020-09-12T02:41:05.000Z,399999.0,,active,Apple Macbook Pro 13 Core I5 Gen 10 Ssd 1tb 16gb Touch Bar,15096445,2,new,9.0,4294.0,0.01,normal,5_green,platinum,TECNOLIFE ARG,66298.0,0.01,0.98,,,
11,MLA883008851,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",359999.0,True,MLA1652,Argentina,Capital Federal,6,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-10-08T14:37:23.000Z,359999.0,,active,"Apple Macbook Pro 13,31 Mwp42le/a I5 Gen10 16gb 512gb Ssd ",310646112,4,new,,182.0,0.01,normal,5_green,gold,OUTTEC,2488.0,0.01,0.98,,,
12,MLA885542068,Apple Macbook,2,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",153799.0,True,MLA1652,Argentina,Capital Federal,22,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.88,2020-10-26T21:48:14.000Z,153799.0,,active,Apple Macbook Air 2020 Mwtl2ll/a 13.3  Core I3 256gb Dorado,82274172,8,new,,1545.0,0.01,normal,5_green,platinum,BH COMPUTACION,27208.0,0.02,0.97,MLA-NOTEBOOKS,Apple MacBook Air A2179,
13,MLA843370924,Apple Macbook,1,599999,Garantía de fábrica: 1 años,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",539999.0,True,MLA1652,Argentina,Santa Fe,5,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-03-12T01:04:05.000Z,539999.0,,active,"Macbook Pro 16  Con Touch Bar: 2.6ghz 6-core I7, 512gb",208137579,3,new,,872.0,0.01,normal,5_green,platinum,ONECLICKARG,16487.0,0.01,0.98,,,
14,MLA832710886,Apple Macbook,1,,,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",80000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.55,2020-01-02T16:41:33.000Z,80000.0,,active,Macbook Pro 15  Quadcore I7 2.2ghz 8g 500g 2011 Mojave 10.14,164032151,2,used,179.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
15,MLA865003694,Apple Macbook,1,,Garantía del vendedor: 6 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",120000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2020-06-28T17:10:47.000Z,120000.0,,active,Macbook M3 Retina 12-inch 2015 8gb Ram Permu X iMac O Drone,147639453,0,used,95.0,46.0,0.01,normal,5_green,silver,ALTOSPRECIOS.COM,393.0,0.03,0.96,,,
16,MLA653282516,Apple Macbook,500,,12 MESES CON FACTURA,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",189999.0,True,MLA1652,Argentina,Capital Federal,1125,MLA-NOTEBOOKS,buy_it_now,MLA15306717,0.9,2017-02-07T23:19:45.000Z,189999.0,,active,Macbook Air Modelo A1466 13.3 I5 8gb Ssd 512/256/128 Garanti,225480741,5,new,,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10,
17,MLA874749314,Apple Macbook,1500,,Garantía de fábrica: 12 meses,gold_special,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",189999.0,True,MLA1652,Argentina,Capital Federal,3000,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.9,2020-08-23T13:30:49.000Z,189999.0,,active,Macbook Air 13.3 2020 Retina Sensor Id Ssd 256gb Gtia Oficia,225480741,3,new,,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Air A2179,
18,MLA903092997,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",349000.0,True,MLA1652,Argentina,Capital Federal,2,MLA-NOTEBOOKS,buy_it_now,,0.9,2021-01-04T19:09:20.000Z,349000.0,1545,active,"Apple Macbook Pro 13,31 Mwp42le/a I5 Gen10 16gb 512gb Ssd ",293425181,1,new,8.0,541.0,0.07,brand,5_green,platinum,SHOPNOWSRL,11400.0,0.03,0.9,,,
19,MLA864345958,Apple Macbook,1,,Sin garantía,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",75000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2020-06-25T01:54:57.000Z,75000.0,,active,Computadora Apple Macbook Pc Mini Intel Core I5 500gb Efe 60,558665281,0,used,,17.0,0.0,normal,5_green,,DRAGONCENTER,27.0,0.0,1.0,,,
20,MLA886466077,Apple Macbook,1,,Garantía de fábrica: 6 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",239000.0,True,MLA1652,Argentina,Capital Federal,2,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.9,2020-11-02T16:41:34.000Z,239000.0,,active,Nueva Macbook Air 2020 I5 512gb Sellada Garantia,115018658,1,new,,1119.0,0.0,normal,5_green,platinum,DEVOTOELECTRONICS,17743.0,0.01,0.99,MLA-NOTEBOOKS,Apple MacBook Air A2179,
21,MLA883827185,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",369800.0,True,MLA1652,Argentina,Capital Federal,15,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-10-14T14:19:04.000Z,369800.0,,active,Apple Macbook Pro 13.3 I5 16gb 1tb Ssd Touch Bar Silver ,110242209,5,new,,899.0,0.01,normal,5_green,platinum,VEINTEDOCEPC,17228.0,0.02,0.97,,,
22,MLA873752733,Apple Macbook,50000,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",699999.0,True,MLA1652,Argentina,Capital Federal,99999,MLA-NOTEBOOKS,buy_it_now,MLA15532281,0.9,2020-08-17T14:19:54.000Z,699999.0,,active,Macbook Pro 16 Touchbar I9 Ssd 1tb 16gb Video 4gb Garantia,225480741,1,new,,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Pro A2141,
23,MLA869569614,Apple Macbook,1,,Garantía del vendedor: 6 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",264999.0,True,MLA1652,Argentina,Capital Federal,11,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-07-22T20:07:23.000Z,264999.0,,active,Apple Macbook Air 13  I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a,176546321,5,new,,347.0,0.01,normal,5_green,platinum,GOPRO STORE,4696.0,0.01,0.98,,,
24,MLA874544391,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",90000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2020-08-21T22:52:31.000Z,90000.0,,active,Macbook Pro 15  Quadcore I7 2.2gz 8g Ssd 500g + Hd 500g Caja,164032151,0,used,24.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
25,MLA862047981,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",200000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2020-06-13T03:58:24.000Z,200000.0,,active,Macbook Pro Retina 15 2015 I7 2.2gz 16g 250g Bateria Usada,164032151,0,used,,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
26,MLA847744939,Apple Macbook,500,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",699999.0,True,MLA1652,Argentina,Capital Federal,1000,MLA-NOTEBOOKS,buy_it_now,MLA15532281,0.81,2020-04-07T14:31:08.000Z,699999.0,,active,Macbook Pro 16 I9 8cores Ssd1tb 16gb Video 4gb Grtia. Factu,225480741,0,new,83.0,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Pro A2141,
27,MLA847743217,Apple Macbook,500,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",599999.0,True,MLA1652,Argentina,Capital Federal,901,MLA-NOTEBOOKS,buy_it_now,MLA15532281,0.9,2020-04-07T14:14:02.000Z,599999.0,,active,Nueva Macbook Pro 2020 16 Touchbar I7 9na 6cores Ssd512 16gb,225480741,4,new,,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Pro A2141,
28,MLA867186771,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",80000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2020-07-09T03:18:06.000Z,80000.0,,active,Macbook Pro 13  2012 Core I5 2.5gz 8g 250g Ssd 450 Ciclos,164032151,0,used,48.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
29,MLA875196164,Apple Macbook,1,459999,Garantía de fábrica: 1 años,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",399999.0,True,MLA1652,Argentina,Santa Fe,4,MLA-NOTEBOOKS,buy_it_now,,0.77,2020-08-26T13:50:28.000Z,399999.0,,active,"Macbook Pro 13  Con Touch Bar: 2.0ghz Quad-core I5, 512gb",208137579,3,new,12.0,872.0,0.01,normal,5_green,platinum,ONECLICKARG,16487.0,0.01,0.98,,,
30,MLA877817593,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",75000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.77,2020-09-10T03:45:10.000Z,75000.0,,active,Macbook Pro 15  2010 I5 2.53gz 8g Ram Ssd 250g  ,164032151,0,used,14.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
31,MLA874198875,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",100000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.77,2020-08-20T03:30:54.000Z,100000.0,,active,Macbook Pro 17  Quadcore I7 2.4 8g 500g Hd Graficos 1g 2011,164032151,0,used,10.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
32,MLA902755851,Apple Macbook,1,669999,Garantía de fábrica: 1 años,gold_pro,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",599999.0,True,MLA1652,Argentina,Santa Fe,3,MLA-NOTEBOOKS,buy_it_now,MLA15532281,0.9,2020-12-31T14:31:12.000Z,599999.0,,active,"Macbook Pro 16  Con Touch Bar: 2.6ghz 6-core I7, 512gb",208137579,1,new,0.0,872.0,0.01,normal,5_green,platinum,ONECLICKARG,16487.0,0.01,0.98,MLA-NOTEBOOKS,Apple MacBook Pro A2141,
33,MLA869314461,Apple Macbook,1,,Sin garantía,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",98333.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.88,2020-07-21T14:43:02.000Z,98333.0,,active,Computadora Macbook Pro 13 Mid 2012 Disco Rígido Nuevo,48895137,0,used,54.0,6.0,0.0,normal,5_green,,LUGIAMBRUNI,64.0,0.04,0.96,,,
34,MLA869735308,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",254999.0,True,MLA1652,Argentina,Capital Federal,3,MLA-NOTEBOOKS,buy_it_now,,0.9,2020-07-23T18:33:05.000Z,254999.0,,active,Apple Macbook Air 13  Mvh22le/a Core I5 8gb 512gb Space Gray,4641264,2,new,12.0,11548.0,0.02,normal,5_green,platinum,PHOTOSTORE,190624.0,0.02,0.96,,,
35,MLA903179553,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",244999.0,True,MLA1652,Argentina,Buenos Aires,30,MLA-NOTEBOOKS,buy_it_now,,0.87,2021-01-05T15:15:30.000Z,244999.0,1938,active,Apple Macbook Air 13.3 2020 Intel Core I5 512gb,608846165,0,new,1.0,8508.0,0.07,brand,5_green,platinum,ELECTRONICAFLA,190382.0,0.03,0.9,,,
36,MLA756459695,Apple Macbook,1,,,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",80000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2018-11-03T04:38:40.000Z,80000.0,,active,Macbook Pro 15  I7 2.2ghz 8g Ram 500g Disco 2011,164032151,0,used,45.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
37,MLA869570604,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_pro,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",320649.0,True,MLA1652,Argentina,Capital Federal,4,MLA-NOTEBOOKS,buy_it_now,,0.9,2020-07-22T20:10:54.000Z,320649.0,,active,Apple Macbook Air 13  I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a,176546321,2,new,8.0,347.0,0.01,normal,5_green,platinum,GOPRO STORE,4696.0,0.01,0.98,,,
38,MLA870632222,Apple Macbook,1,,Sin garantía,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",150000.0,True,MLA1652,Argentina,Buenos Aires,1,MLA-NOTEBOOKS,buy_it_now,MLA15741417,0.66,2020-07-28T21:07:29.000Z,150000.0,,active,Macbook Pro Retina 13 Pulgadas 2015,151734557,0,used,24.0,6.0,0.0,normal,5_green,,LULABERT,63.0,0.06,0.94,MLA-NOTEBOOKS,Apple MacBook Pro A1502,
39,MLA678667577,Apple Macbook,500,,12 MESES CON FACTURA,gold_pro,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",259999.0,True,MLA1652,Argentina,Capital Federal,768,MLA-NOTEBOOKS,buy_it_now,MLA15306717,1.0,2017-08-14T17:38:07.000Z,259999.0,,active,New Macbook Air 13' I5 8gb Ssd 512/256/128 Gb 2.9ghz Garanti,225480741,25,new,789.0,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10,
40,MLA903179544,Apple Macbook,2,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",384999.0,True,MLA1652,Argentina,Buenos Aires,18,MLA-NOTEBOOKS,buy_it_now,,0.87,2021-01-05T15:15:27.000Z,384999.0,1938,active,Apple Macbook Pro 13.3 2020 Touch Bar Core I5 1tb,608846165,0,new,2.0,8508.0,0.07,brand,5_green,platinum,ELECTRONICAFLA,190382.0,0.03,0.9,,,
41,MLA879066374,Apple Macbook,1,289999,Garantía de fábrica: 1 años,gold_pro,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",249999.0,True,MLA1652,Argentina,Santa Fe,23,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.88,2020-09-16T17:49:44.000Z,249999.0,,active,"Macbook Air 13  1.1 Ghz 2020 New Dual-core Core I3, 256gb",208137579,10,new,68.0,872.0,0.01,normal,5_green,platinum,ONECLICKARG,16487.0,0.01,0.98,MLA-NOTEBOOKS,Apple MacBook Air A2179,
42,MLA829595674,Apple Macbook,500,,Garantía del vendedor: 12 meses,gold_special,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",399999.0,True,MLA1652,Argentina,Capital Federal,901,MLA-NOTEBOOKS,buy_it_now,MLA16598196,0.9,2019-12-09T21:54:55.000Z,399999.0,,active,New Macbook Pro Retina 2020 Touchbar I5 8gb Garantía Factura,225480741,5,new,103.0,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Pro A2289,
43,MLA877579515,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['immediate_payment', 'cart_eligible']",230000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.77,2020-09-09T13:27:01.000Z,230000.0,,active,Macbookpro Retina 15 2015 Cpu/i 7 2.8ghz 16g 1tssd R9  2g,164032151,0,used,12.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
44,MLA874545708,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",105000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15306716,0.77,2020-08-21T23:04:22.000Z,105000.0,,active,Macbook Air 13  2013 I7 1.7gz 8g Ram Ssd 120g Catalina 10.15,164032151,0,used,12.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,MLA-NOTEBOOKS,Apple MacBook Air A1466,
45,MLA896869106,Apple Macbook,2,,Garantía de fábrica: 12 meses,gold_pro,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",194999.0,True,MLA1652,Argentina,Capital Federal,8,MLA-NOTEBOOKS,buy_it_now,MLA15913938,1.0,2020-11-12T13:28:47.000Z,194999.0,,active,Apple Macbook Air 2020 13.3 Core I3 8gb 256gb A2179 +mp,86898163,2,new,10.0,1415.0,0.01,normal,5_green,platinum,OFERTAS INFORMATICAS,27396.0,0.01,0.98,MLA-NOTEBOOKS,Apple MacBook Air A2179,
46,MLA870218888,Apple Macbook,5000,,Garantía de fábrica: 24 meses,gold_pro,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",799999.0,True,MLA1652,Argentina,Capital Federal,10000,MLA-NOTEBOOKS,buy_it_now,MLA15532281,0.9,2020-07-26T12:36:54.000Z,799999.0,,active,Macbook Pro 16 Touch I9 8 Cores Ssd1tb Video 4gb Grtia.fact.,225480741,0,new,28.0,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Pro A2141,
47,MLA897584191,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",349999.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-11-17T15:40:05.000Z,349999.0,,active,Macbook Pro 13 2020 I5 2.0 Quad 16gb Ram 512gb Mwp42ll/a,207015675,0,new,6.0,2.0,0.0,normal,5_green,,NOVEMBERSTOCK,25.0,0.0,1.0,,,
